# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan 11 04:18:35 2023
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_impact,koi_impact_err1,koi_impact_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_kepmag
5106,6145201,K03475.01,,FALSE POSITIVE,FALSE POSITIVE,,0.6260,0.3217,-0.3979,1.33,8.900e-01,-1.400e-01,759.0,,,12.972
5107,5986209,K03476.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0040,0.0620,-0.0470,53.27,1.503e+01,-9.210e+00,620.0,,,15.147
5108,9226339,K03477.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1390,74.8900,-1.9530,19.89,3.180e+00,-2.870e+00,722.0,,,13.798
5109,6525209,K03479.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4870,0.0010,-0.0010,26.21,3.740e+00,-2.300e+00,359.0,,,14.658
5110,2975770,K01788.02,,CANDIDATE,CANDIDATE,0.0000,0.9290,0.0160,-0.6600,3.07,1.100e-01,-1.900e-01,197.0,,,14.521
5111,5534965,K03557.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0290,0.0920,-0.0390,56.63,1.007e+01,-9.030e+00,365.0,,,13.297
5112,5512513,K07730.01,,FALSE POSITIVE,FALSE POSITIVE,0.0900,,,,,,,,,,14.737
5113,9965206,K03558.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7950,0.0220,-0.0180,46.52,8.130e+00,-3.100e+00,599.0,,,15.901
5114,4247023,K03559.01,,FALSE POSITIVE,FALSE POSITIVE,,0.5357,0.0139,-0.0156,66.71,2.930e+01,-1.002e+01,484.0,,,15.624
5115,4848423,K03560.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5180,0.0030,-0.0040,90.92,1.530e+01,-7.050e+00,1905.0,,,11.825
5116,11403216,K03561.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,15.3290,20.7500,-3.8970,1668.79,5.702e+02,-1.895e+02,1191.0,,,15.537
5117,11853878,K01833.02,Kepler-968 d,CONFIRMED,CANDIDATE,1.0000,0.9510,0.0290,-0.6760,2.58,2.300e-01,-2.200e-01,583.0,,,14.265
5118,5774375,K07740.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4860,0.0170,-0.0160,136.64,7.304e+01,-8.923e+01,2141.0,,,13.939
5119,7692093,K03337.01,,CANDIDATE,CANDIDATE,0.9710,0.1760,0.2720,-0.1760,1.56,3.700e-01,-1.300e-01,725.0,,,15.927
5120,8263752,K03338.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2740,36.4800,-0.0630,40.17,1.302e+01,-5.210e+00,978.0,,,13.427
5121,8263752,K03338.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9240,0.0040,-0.0040,5.33,1.720e+00,-6.900e-01,978.0,,,13.427
5122,7772914,K03339.01,,CANDIDATE,CANDIDATE,0.9990,0.9540,0.0060,-0.6620,2.55,7.900e-01,-4.700e-01,638.0,,,14.656
5123,3529290,K03340.01,,CANDIDATE,CANDIDATE,0.9740,0.6560,0.3100,-0.4340,0.84,2.300e-01,-1.100e-01,923.0,,,13.776
5124,3529290,K03340.02,,CANDIDATE,CANDIDATE,0.9990,0.7480,0.0250,-0.5320,1.06,2.800e-01,-1.300e-01,800.0,,,13.776
5125,9285265,K03410.01,Kepler-1491 b,CONFIRMED,CANDIDATE,0.9890,0.1670,0.2900,-0.1670,2.09,3.300e-01,-4.500e-01,821.0,,,15.589
5126,6025124,K03411.01,,CANDIDATE,CANDIDATE,0.0000,0.9170,0.1880,-0.0510,12.68,4.240e+00,-1.410e+00,658.0,,,14.426
5127,5780930,K03412.01,Kepler-1492 b,CONFIRMED,CANDIDATE,1.0000,0.7630,0.1570,-0.5130,3.65,2.080e+00,-2.290e+00,801.0,,,14.534
5128,5531953,K01681.03,,CANDIDATE,CANDIDATE,0.9440,1.2130,59.4100,-2.7970,10.61,1.160e+00,-1.420e+00,558.0,,,15.855
5129,4164393,K03413.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9290,0.0300,-0.0310,57.08,1.932e+01,-6.420e+00,536.0,,,15.217
5130,6277410,K07774.01,,CANDIDATE,CANDIDATE,0.8510,0.1810,0.2790,-0.1810,1.14,3.100e-01,-1.000e-01,901.0,,,15.421
5131,9843517,K03480.01,,CANDIDATE,CANDIDATE,0.9960,0.0360,0.4160,-0.0360,1.15,2.000e-01,-9.000e-02,671.0,,,15.954
5132,8812045,K03481.01,,CANDIDATE,CANDIDATE,0.9990,0.2500,0.2180,-0.2500,3.68,7.300e-01,-1.340e+00,902.0,,,14.462
5133,7288444,K03482.01,Kepler-1924 b,CONFIRMED,CANDIDATE,0.7190,0.8020,0.1400,-0.5490,1.91,3.200e-01,-3.500e-01,821.0,,,15.098
5134,3101923,K03483.01,,CANDIDATE,CANDIDATE,0.7710,0.0270,0.4250,-0.0270,2.08,3.400e-01,-2.800e-01,474.0,,,14.872
5135,10881457,K03484.01,Kepler-1510 b,CONFIRMED,CANDIDATE,0.9660,0.0100,0.4280,-0.0100,4.17,7.300e-01,-8.900e-01,537.0,,,15.169
5136,5513861,K07731.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7320,0.0340,-0.0310,76.26,1.096e+01,-5.450e+00,2412.0,,,11.638
5137,9948002,K03562.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9440,0.0160,-0.0130,44.00,1.509e+01,-5.010e+00,435.0,,,14.319
5138,5264304,K03563.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8450,0.0640,-0.0680,41.71,6.500e+00,-3.040e+00,291.0,,,15.777
5139,10960995,K03564.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5070,0.0130,-0.0100,35.12,3.420e+00,-3.430e+00,1182.0,,,14.498
5140,9592575,K03565.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1070,0.0470,-0.0670,76.02,2.106e+01,-7.020e+00,1242.0,,,15.902
5141,7898576,K03566.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2940,0.0030,-0.0030,54.24,1.847e+01,-7.410e+00,1033.0,,,14.097
5142,5806800,K07741.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0660,0.3900,-0.0660,1.50,2.400e-01,-8.000e-02,363.0,,,14.179
5143,11671429,K03567.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5230,0.0030,-0.0040,129.04,2.080e+01,-2.861e+01,692.0,,,10.967
5144,5621333,K03341.01,,CANDIDATE,CANDIDATE,0.9850,0.7690,0.1840,-0.5540,2.13,3.500e-01,-4.200e-01,700.0,,,14.886
5145,5621333,K03341.02,,CANDIDATE,CANDIDATE,0.9370,0.4950,0.4620,-0.2850,1.48,2.400e-01,-2.900e-01,930.0,,,14.886
5146,5392897,K03342.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.3360,0.0030,-0.0020,44.70,1.431e+01,-4.460e+00,542.0,,,15.747
5147,3236705,K03343.01,,CANDIDATE,CANDIDATE,0.8640,0.0290,0.4110,-0.0290,2.89,4.300e-01,-4.700e-01,439.0,,,14.970
5148,5282049,K01545.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,,,,,,,,,,15.169
5149,11810124,K03344.01,,CANDIDATE,CANDIDATE,0.9990,0.1180,0.3340,-0.1180,1.88,2.800e-01,-3.400e-01,841.0,,,15.254
5150,6023859,K03414.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9490,0.1830,-0.0820,22.32,1.840e+00,-2.260e+00,330.0,,,15.483
5151,3433668,K03415.01,Kepler-1493 b,CONFIRMED,CANDIDATE,1.0000,0.9600,0.0220,-0.6490,1.77,2.900e-01,-3.800e-01,874.0,,,13.109
5152,2849140,K03416.01,,CANDIDATE,CANDIDATE,0.8930,0.6980,0.2710,-0.4910,1.25,2.500e-01,-1.100e-01,703.0,,,15.353
5153,7503885,K03417.01,Kepler-1494 b,CONFIRMED,CANDIDATE,1.0000,0.9010,0.0450,-0.6320,3.26,1.030e+00,-4.400e-01,415.0,,,15.214
5154,3629330,K03418.01,Kepler-1495 b,CONFIRMED,CANDIDATE,0.6700,0.9650,0.0100,-0.6650,3.85,1.070e+00,-7.100e-01,443.0,,,15.417
5155,5471289,K03485.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9730,,,2.66,8.200e-01,-2.700e-01,790.0,,,14.936
5156,8121328,K03486.01,,CANDIDATE,CANDIDATE,1.0000,0.9800,0.0490,-0.7820,1.63,4.500e-01,-2.400e-01,627.0,,,14.371
5157,9783760,K03487.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0260,0.1220,-0.0650,38.01,8.290e+00,-3.110e+00,363.0,,,14.294
5158,9528430,K03489.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0990,0.0090,-0.0170,49.20,9.200e+00,-1.707e+01,666.0,,,12.963
5159,5529552,K07732.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5830,0.0070,-0.5000,0.64,1.400e-01,-5.000e-02,1737.0,,,15.318
5160,8882847,K03490.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2250,70.9800,-5.8990,37.39,1.076e+01,-1.076e+01,671.0,,,13.294
5161,9773869,K03568.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5070,0.0270,-0.0300,78.30,2.662e+01,-8.870e+00,792.0,,,16.666
5162,6707942,K03569.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8020,0.0020,-0.0020,15.49,1.310e+00,-1.460e+00,661.0,,,13.570
5163,5023948,K03570.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8450,0.0060,-0.0070,55.44,1.173e+01,-9.600e+00,1680.0,,,15.048
5164,5113053,K03571.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4650,0.0050,-0.0050,92.50,2.510e+01,-1.822e+01,1564.0,,,15.519
5165,5817957,K07742.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9090,0.0280,-0.6200,3.66,1.010e+00,-3.700e-01,242.0,,,15.422
5166,11853878,K01833.03,Kepler-968 c,CONFIRMED,CANDIDATE,0.9990,0.7510,0.1850,-0.5420,1.51,1.300e-01,-1.300e-01,644.0,,,14.265
5167,4743508,K03572.01,,FALSE POSITIVE,FALSE POSITIVE,0.6920,13.3760,26.0700,-1.4910,1543.74,4.015e+02,-4.014e+02,1645.0,,,14.554
5168,11810124,K03344.02,Kepler-1471 b,CONFIRMED,CANDIDATE,0.9720,0.3200,0.1410,-0.3200,1.68,2.500e-01,-3.000e-01,1238.0,,,15.254
5169,11303322,K03345.01,Kepler-1472 b,CONFIRMED,CANDIDATE,1.0000,0.5620,0.3900,-0.3500,1.54,4.700e-01,-1.900e-01,613.0,,,14.633
5170,11241912,K03346.01,Kepler-1473 b,CONFIRMED,CANDIDATE,0.9990,0.9770,0.0300,-0.6950,1.53,2.500e-01,-1.300e-01,783.0,,,13.359
5171,6043538,K07759.01,,CANDIDATE,CANDIDATE,0.9960,0.6920,0.2640,-0.4790,1.92,2.800e-01,-4.300e-01,1378.0,,,14.918
5172,8824737,K03347.01,Kepler-1917 b,CONFIRMED,CANDIDATE,0.9600,0.3820,0.0700,-0.3820,1.49,3.400e-01,-1.300e-01,675.0,,,15.487
5173,9349757,K03348.01,Kepler-1474 b,CONFIRMED,CANDIDATE,0.9400,0.2500,0.1970,-0.2500,2.20,3.300e-01,-3.100e-01,561.0,,,15.246
5174,11519134,K03419.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.3090,0.2960,-0.1920,149.98,3.250e+01,-4.881e+01,707.0,,,13.061
5175,7289338,K03420.02,,CANDIDATE,CANDIDATE,0.9690,0.4300,0.0150,-0.4300,2.24,3.600e-01,-4.400e-01,952.0,,,15.589
5176,5004909,K03421.01,,CANDIDATE,CANDIDATE,0.1350,0.6820,0.2710,-0.4420,1.70,3.100e-01,-2.100e-01,651.0,,,13.935
5177,6278670,K07775.01,,CANDIDATE,CANDIDATE,0.5710,0.1710,0.2900,-0.1710,3.46,2.210e+00,-2.210e+00,509.0,,,13.640
5178,5898983,K03422.01,,CANDIDATE,CANDIDATE,0.3650,0.4910,0.4510,-0.2860,13.01,1.980e+00,-5.940e+00,1640.0,,,13.201
5179,7703955,K01707.02,Kepler-315 c,CONFIRMED,CANDIDATE,0.9950,0.9560,0.0570,-0.6740,4.20,5.700e-01,-5.700e-01,291.0,,,15.321
5180,8552719,K01792.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5030,0.0210,-0.4790,0.77,1.200e-01,-8.000e-02,1578.0,,,12.160
5181,12164634,K03491.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8990,0.0040,-0.0050,8.02,2.710e+00,-1.450e+00,558.0,,,13.680
5182,5193077,K03492.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7090,0.2430,-0.4880,1.50,3.100e-01,-3.200e-01,760.0,,,13.030
5183,5617259,K07733.01,,CANDIDATE,CANDIDATE,0.1390,0.2160,,,4.52,4.200e-01,-2.350e+00,3871.0,,,11.860
5184,8880123,K03493.01,Kepler-1925 b,CONFIRMED,CANDIDATE,0.9980,0.2660,0.2050,-0.2660,2.03,3.300e-01,-1.800e-01,531.0,,,15.223
5185,9474756,K03495.01,,CANDIDATE,CANDIDATE,0.9240,0.9230,0.0310,-0.6300,1.72,2.700e-01,-2.200e-01,753.0,,,15.135
5186,10068919,K03573.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2950,36.4200,-0.1160,80.02,2.527e+01,-1.264e+01,624.0,,,13.676
5187,7353970,K03574.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1490,0.0510,-0.0430,41.72,4.230e+00,-2.790e+00,279.0,,,13.760
5188,12316447,K03575.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.7900,0.1460,-0.1540,282.86,9.266e+01,-3.097e+01,746.0,,,16.107
5189,5823557,K07743.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5590,0.0040,-0.4820,0.85,2.600e-01,-1.600e-01,1662.0,,,13.894
5190,10491554,K03576.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6030,0.0450,-0.0430,104.17,2.891e+01,-3.853e+01,835.0,,,15.018
5191,9785454,K03577.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8860,0.0080,-0.0080,23.38,4.210e+00,-3.170e+00,275.0,,,14.070
5192,8636333,K03349.01,Kepler-1475 b,CONFIRMED,CANDIDATE,0.9670,0.0150,0.4400,-0.0150,2.24,6.800e-01,-2.300e-01,441.0,,,15.292
5193,7136958,K03350.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,12.2230,21.3700,-1.7430,1183.06,3.281e+02,-2.012e+02,592.0,,,15.546
5194,1995732,K03351.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9950,0.0300,-0.0350,41.66,7.540e+00,-3.480e+00,362.0,,,15.673
5195,6069674,K07761.01,,FALSE POSITIVE,FALSE POSITIVE,0.2530,0.7180,0.2440,-0.4960,4.41,1.080e+00,-2.010e+00,330.0,,,13.867
5196,8081239,K03352.01,Kepler-1476 b,CONFIRMED,CANDIDATE,0.9980,0.0740,0.3730,-0.0740,1.68,5.000e-01,-2.200e-01,860.0,,,15.408
5197,5308663,K01562.02,,CANDIDATE,CANDIDATE,0.7760,0.8490,0.1040,-0.6280,2.25,6.600e-01,-2.100e-01,662.0,,,15.590
5198,3745559,K03423.01,Kepler-1920 b,CONFIRMED,CANDIDATE,1.0000,0.1220,0.3310,-0.1220,2.80,9.600e-01,-3.200e-01,660.0,,,14.296
5199,8356054,K03424.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9150,0.0310,-0.0290,39.24,7.150e+00,-3.050e+00,585.0,,,15.863
5200,9117416,K03425.01,Kepler-1921 b,CONFIRMED,CANDIDATE,0.9950,0.1930,0.2700,-0.1930,2.24,5.200e-01,-9.000e-01,967.0,,,13.266
5201,6356400,K07776.01,,CANDIDATE,CANDIDATE,0.7400,0.9500,0.0260,-0.6540,3.15,2.300e-01,-2.900e-01,144.0,,,15.671
5202,9117416,K03425.02,,CANDIDATE,CANDIDATE,0.9530,0.0010,0.4550,-0.0010,1.41,3.300e-01,-5.700e-01,1791.0,,,13.266
5203,5900235,K03426.01,,CANDIDATE,CANDIDATE,0.3930,0.5510,0.0340,-0.4600,1.57,4.500e-01,-2.400e-01,508.0,,,14.324
5204,9474756,K03495.02,,CANDIDATE,CANDIDATE,0.9050,0.8530,0.0210,-0.6020,1.25,2.000e-01,-1.600e-01,1040.0,,,15.135
5205,7517261,K03496.01,Kepler-1511 b,CONFIRMED,CANDIDATE,0.9970,0.3550,0.1080,-0.3550,2.18,6.400e-01,-5.700e-01,903.0,,,13.932
5206,7517261,K03496.02,,CANDIDATE,CANDIDATE,0.9940,0.7480,0.2260,-0.5050,1.58,4.600e-01,-4.200e-01,1260.0,,,13.932
5207,5653795,K07734.01,,FALSE POSITIVE,FALSE POSITIVE,0.2300,0.5220,0.4650,-0.3200,7.23,1.050e+00,-3.160e+00,786.0,,,13.172
5208,8424002,K03497.01,Kepler-1512 b,CONFIRMED,CANDIDATE,1.0000,0.9250,0.0050,-0.6930,0.80,1.200e-01,-1.600e-01,276.0,,,13.393
5209,8635938,K03498.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1820,72.6400,-1.5900,48.52,8.080e+00,-1.750e+01,721.0,,,12.963
5210,10464666,K03578.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8710,0.0150,-0.0130,54.38,3.321e+01,-2.717e+01,413.0,,,13.395
5211,5024292,K03579.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7900,0.0100,-0.0110,93.01,3.185e+01,-1.712e+01,1454.0,,,14.573
5212,4659255,K03580.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8800,0.0940,-0.0460,38.49,4.240e+00,-4.240e+00,260.0,,,15.546
5213,8263746,K03581.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4710,0.0200,-0.0180,52.69,4.390e+00,-5.320e+00,627.0,,,16.751
5214,5877292,K07744.01,,CANDIDATE,CANDIDATE,0.5920,0.2920,0.1750,-0.2920,1.34,4.600e-01,-1.500e-01,870.0,,,15.171
5215,10657406,K01837.02,Kepler-969 c,CONFIRMED,CANDIDATE,1.0000,0.6810,0.2800,-0.4790,1.06,9.000e-02,-4.000e-02,1270.0,,,13.733
5216,3428468,K03582.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7800,0.0250,-0.0260,42.78,1.220e+00,-3.420e+00,259.0,,,15.927
5217,7091432,K03353.01,Kepler-1477 b,CONFIRMED,CANDIDATE,1.0000,0.9600,0.0330,-0.7000,1.70,2.100e-01,-1.800e-01,674.0,,,14.598
5218,9845909,K03354.01,,CANDIDATE,CANDIDATE,0.9370,0.4160,0.0270,-0.4160,1.33,3.500e-01,-1.600e-01,771.0,,,15.089
5219,9221528,K03355.01,,CANDIDATE,CANDIDATE,0.9990,0.5870,0.3600,-0.3650,1.60,5.100e-01,-2.200e-01,773.0,,,15.110
5220,6106046,K07762.01,,CANDIDATE,CANDIDATE,0.9770,0.2230,0.2370,-0.2230,1.38,4.300e-01,-1.400e-01,891.0,,,15.330
5221,6368230,K03356.01,Kepler-1478 b,CONFIRMED,CANDIDATE,0.9960,0.0920,0.3730,-0.0920,1.35,4.100e-01,-1.000e-01,598.0,,,15.440
5222,7115291,K03357.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.4730,0.1660,-0.1290,75.82,2.213e+01,-8.830e+00,472.0,,,15.193
5223,9907505,K03427.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8100,0.0150,-0.0140,50.20,1.597e+01,-4.030e+00,516.0,,,15.545
5224,9027909,K03428.01,Kepler-1496 b,CONFIRMED,CANDIDATE,0.9880,0.0830,0.3760,-0.0830,2.12,3.500e-01,-4.200e-01,535.0,,,14.694
5225,9230021,K03429.01,,CANDIDATE,CANDIDATE,0.8920,0.6230,0.0000,-0.4980,1.80,2.800e-01,-2.800e-01,758.0,,,15.364
5226,6369845,K07777.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0710,0.3950,-0.0710,5.15,2.170e+00,-1.770e+00,951.0,,,13.330
5227,9230021,K03429.02,Kepler-1497 b,CONFIRMED,CANDIDATE,0.9930,0.0250,0.4160,-0.0250,1.94,3.000e-01,-3.000e-01,924.0,,,15.364
5228,9230021,K03429.03,,FALSE POSITIVE,FALSE POSITIVE,,0.2807,0.1762,-0.2806,1.57,6.400e-01,-1.700e-01,617.0,,,15.364
5229,3662838,K00302.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,,,,,,12.059
5230,5471688,K03499.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.3300,0.1240,-0.3300,0.85,1.700e-01,-6.000e-02,715.0,,,15.056
5231,8552719,K01792.03,Kepler-953 c,CONFIRMED,CANDIDATE,0.9910,0.7610,0.0100,-0.5420,1.32,2.100e-01,-1.300e-01,873.0,,,12.160
5232,5471688,K03499.02,,FALSE POSITIVE,FALSE POSITIVE,,0.4963,0.4444,-0.2744,0.74,2.800e-01,-4.000e-02,1686.0,,,15.056
5233,6058816,K03500.01,Kepler-1927 b,CONFIRMED,CANDIDATE,0.9300,0.1270,0.3170,-0.1270,3.78,5.300e-01,-1.310e+00,677.0,,,13.214
5234,6058816,K03500.02,,CANDIDATE,CANDIDATE,0.9790,0.6730,0.2920,-0.4490,1.57,2.100e-01,-5.500e-01,1690.0,,,13.214
5235,5130740,K03583.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1550,0.1250,-0.0760,101.13,2.632e+01,-2.633e+01,525.0,,,12.504
5236,9892471,K03584.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0990,0.4740,-0.0420,50.31,1.489e+01,-4.970e+00,863.0,,,15.768
5237,2019076,K03585.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9890,0.0340,-0.0050,46.00,1.191e+01,-6.390e+00,1187.0,,,15.671
5238,5879448,K07745.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4180,0.0410,-0.4180,2.60,5.600e-01,-8.900e-01,315.0,,,13.294
5239,7376490,K03586.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2380,0.0820,-0.0620,45.95,1.362e+01,-1.017e+01,1061.0,,,13.147
5240,11968513,K03587.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8980,0.1270,-0.0930,463.05,7.962e+01,-1.194e+02,4194.0,,,14.441
5241,4263529,K03358.01,,CANDIDATE,CANDIDATE,1.0000,0.9510,0.0230,-0.6760,4.05,9.100e-01,-3.900e-01,752.0,,,14.031
5242,7866921,K03360.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7360,0.0020,-0.0030,21.86,3.170e+00,-1.950e+00,335.0,,,14.801
5243,6619815,K03361.01,Kepler-1696 b,CONFIRMED,CANDIDATE,0.4840,0.3320,0.1590,-0.3320,2.33,6.400e-01,-2.800e-01,454.0,,,15.502
5244,6113752,K07763.01,,FALSE POSITIVE,FALSE POSITIVE,0.1980,0.4280,0.0340,-0.4280,1.96,6.600e-01,-2.600e-01,278.0,,,13.079
5245,3098197,K03362.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9200,0.0710,-0.0420,43.01,9.950e+00,-3.330e+00,542.0,,,14.840
5246,11651712,K03363.01,Kepler-1479 b,CONFIRMED,CANDIDATE,0.9970,0.1120,0.3350,-0.1120,1.69,5.100e-01,-1.700e-01,746.0,,,13.785
5247,9896558,K01718.02,Kepler-937 c,CONFIRMED,CANDIDATE,0.9920,0.2610,0.1960,-0.2610,2.14,6.400e-01,-3.400e-01,377.0,,,15.224
5248,7697103,K03430.01,,CANDIDATE,CANDIDATE,0.7290,0.0210,0.4260,-0.0210,0.90,1.100e-01,-6.000e-02,588.0,,,15.712
5249,9267996,K03431.01,,CANDIDATE,CANDIDATE,0.0000,0.9710,0.0270,-0.6850,2.08,5.900e-01,-2.000e-01,676.0,,,13.874
5250,7045605,K07808.01,,FALSE POSITIVE,FALSE POSITIVE,0.1690,0.9710,0.0100,-0.6740,5.70,1.710e+00,-1.400e+00,410.0,,,13.151
5251,8738775,K03432.01,Kepler-1498 b,CONFIRMED,CANDIDATE,0.9960,0.1860,0.2670,-0.1860,2.36,4.200e-01,-7.800e-01,564.0,,,15.033
5252,7093401,K03433.01,,CANDIDATE,CANDIDATE,0.9990,1.2800,32.0100,-1.0950,36.05,1.079e+01,-4.960e+00,506.0,,,15.417
5253,7877818,K03816.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2170,10.0700,-0.1560,75.22,2.779e+01,-5.159e+01,1192.0,,,13.819
5254,5636642,K03817.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2430,0.4380,-0.1610,48.01,1.334e+01,-1.089e+01,1979.0,,,16.428
5255,6515722,K03818.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0150,0.4410,-0.0150,3.74,1.220e+00,-1.220e+00,3191.0,,,11.721
5256,6679504,K07788.01,,FALSE POSITIVE,FALSE POSITIVE,0.0200,0.3310,1.6030,-0.3310,0.82,1.200e-01,-8.000e-02,1718.0,,,15.890
5257,5560831,K03819.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9870,0.0150,-0.0150,67.00,2.017e+01,-2.016e+01,2089.0,,,16.090
5258,5305404,K03820.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8690,0.0100,-0.0150,5.04,1.380e+00,-3.600e-01,318.0,,,14.720
5259,3728432,K03893.01,Kepler-1526 b,CONFIRMED,CANDIDATE,1.0000,0.1110,0.3350,-0.1110,1.86,1.300e-01,-1.800e-01,787.0,,,15.646
5260,6696580,K02092.03,Kepler-359 d,CONFIRMED,CANDIDATE,0.7830,1.2270,69.9000,-2.4090,29.77,8.880e+00,-3.800e+00,464.0,,,15.886
5261,5473535,K03894.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1860,6.5000,-0.1390,23.42,7.390e+00,-2.470e+00,1729.0,,,14.576
5262,12106934,K03895.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6.2820,2.8240,-4.2450,594.32,0.000e+00,0.000e+00,1005.0,,,18.358
5263,6222898,K03896.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0250,0.4420,-0.0250,1.24,3.200e-01,-1.700e-01,1106.0,,,15.204
